sel102_0,150279,150482,150693,150907,151120,151326,151531,151730,151930,152134,152360,152568,152774,152987,153188,153381,153592,153798,154016,154220,154426,154632,154834,155035,155243,155454,155675,155879,156079,156283,156486,156684,156897,157112,157322,157524,157722,157930,158137,158348,158562,158777,158978,159176,159375,159580,159790,160000,160215,160428,160625,160825,161028,161244,161457,161664,161872,162075,162275,162472,162688,162903,163119,163320,163523,163732,163930,164133,164349,164560,164766,164977,165177
sel102_1,150279,150482,150693,150907,151120,151326,151531,151730,151930,152134,152360,152568,152774,152987,153188,153381,153592,153798,154016,154220,154426,154632,154834,155035,155243,155454,155675,155879,156079,156283,156486,156684,156897,157112,157322,157524,157722,157930,158137,158348,158562,158777,158978,159176,159375,159580,159790,160000,160215,160428,160625,160825,161028,161244,161457,161664,161872,162075,162275,162472,162688,162903,163119,163320,163523,163732,163930,164133,164349,164560,164766,164977,165177
sel104_0,150397,150603,150811,151033,151242,151454,151665,151867,152074,152269,152412,152629,152863,153084,153291,153498,153695,153886,154083,154246,154473,154705,154917,155119,155309,155509,155712,155890,156103,156334,156545,156736,156935,157130,157344,157518,157743
sel104_1,150397,150603,150811,151033,151242,151454,151665,151867,152074,152269,152412,152629,152863,153084,153291,153498,153695,153886,154083,154246,154473,154705,154917,155119,155309,155509,155712,155890,156103,156334,156545,156736,156935,157130,157344,157518,157743
sel100_0,150336,150533,150732,150933,151135,151335,151543,151756,151963,152143,152340,152539,152739,152928,153133,153347,153549,153727,153921,154123,154333,154531,154730,154941,155142,155323,155510,155711,155921,156117
sel100_1,150336,150533,150732,150933,151135,151335,151543,151756,151963,152143,152340,152539,152739,152928,153133,153347,153549,153727,153921,154123,154333,154531,154730,154941,155142,155323,155510,155711,155921,156117
sel103_0,150292,150497,150703,150914,151133,151351,151575,151801,152007,152212,152418,152639,152859,153069,153294,153503,153704,153910,154125,154349,154565,154785,154997,155204,155411,155626,155853,156072,156285,156501
sel103_1,150292,150497,150703,150914,151133,151351,151575,151801,152007,152212,152418,152639,152859,153069,153294,153503,153704,153910,154125,154349,154565,154785,154997,155204,155411,155626,155853,156072,156285,156501
sel114_0,150259,150495,150749,150985,151216,151453,151672,151914,152157,152393,152619,152855,153079,153297,153547,153791,154020,154256,154483,154703,154947,155197,155431,155657,155891,156122,156336,156587,156824,157048
sel114_1,150259,150495,150749,150985,151216,151453,151672,151914,152157,152393,152619,152855,153079,153297,153547,153791,154020,154256,154483,154703,154947,155197,155431,155657,155891,156122,156336,156587,156824,157048
sel116_0,150291,150474,150663,150850,151039,151168,151421,151618,151762,151862,152131,152329,152528,152659,152910,153109,153310,153440,153700,153892,154084,154210,154465,154651,154842,155033,155230,155429,155619,155820,156018,156222,156418,156618,156818,157014,157206,157401,157588,157780,157967,158152,158343,158533,158711,158899
sel116_1,150291,150474,150663,150850,151039,151168,151421,151618,151762,151862,152131,152329,152528,152659,152910,153109,153310,153440,153700,153892,154084,154210,154465,154651,154842,155033,155230,155429,155619,155820,156018,156222,156418,156618,156818,157014,157206,157401,157588,157780,157967,158152,158343,158533,158711,158899
sel117_0,150515,150812,151101,151388,151686,151978,152264,152556,152849,153138,153424,153721,154010,154299,154599,154889,155171,155468,155760,156069,156352,156656,156945,157244,157539,157841,158136,158428,158726,159009
sel117_1,150515,150812,151101,151388,151686,151978,152264,152556,152849,153138,153424,153721,154010,154299,154599,154889,155171,155468,155760,156069,156352,156656,156945,157244,157539,157841,158136,158428,158726,159009
sel123_0,150435,150777,151118,151433,151776,152099,152426,152752,153076,153390,153702,154026,154326,154654,154983,155286,155584,155900,156181,156460,156731,156974,157224,157465,157704,157960,158335,158684,159040,159373
sel123_1,150435,150777,151118,151433,151776,152099,152426,152752,153076,153390,153702,154026,154326,154654,154983,155286,155584,155900,156181,156460,156731,156974,157224,157465,157704,157960,158335,158684,159040,159373
sel14046_0,150200,150381,150566,150751,150932,151114,151293,151474,151658,151837,152017,152205,152390,152577,152769,152962,153154,153340,153535,153733,153920,154104,154288,154484,154671,154850,155037,155230,155417,155605
sel14046_1,150200,150381,150566,150751,150932,151114,151293,151474,151658,151837,152017,152205,152390,152577,152769,152962,153154,153340,153535,153733,153920,154104,154288,154484,154671,154850,155037,155230,155417,155605
