sel104_0,150498,150704,150910,151108,151324,151530,151743,151952,152152,152340,152507,152737,152950,153151,153380,153578,153768,153958,154179,154353,154581,154787,155001,155194,155382,155598,155806,155984,156202,156408,156616,156822,157013,157208,157424,157622,157834
sel104_1,150498,150704,150910,151108,151324,151530,151743,151952,152152,152340,152507,152737,152950,153151,153380,153578,153768,153958,154179,154353,154581,154787,155001,155194,155382,155598,155806,155984,156202,156408,156616,156822,157013,157208,157424,157622,157834
sel100_0,150439,150638,150842,151032,151237,151445,151657,151861,152068,152248,152436,152643,152840,153033,153251,153445,153643,153834,154022,154224,154444,154635,154837,155046,155245,155422,155616,155815,156033,156215
sel100_1,150439,150638,150842,151032,151237,151445,151657,151861,152068,152248,152436,152643,152840,153033,153251,153445,153643,153834,154022,154224,154444,154635,154837,155046,155245,155422,155616,155815,156033,156215
sel102_0,150348,150556,150770,150978,151183,151409,151599,151805,152000,152207,152430,152637,152843,153053,153259,153449,153657,153875,154087,154292,154497,154703,154898,155099,155313,155534,155748,155953,156151,156358,156550,156756,156970,157182,157393,157596,157803,157996,158198,158422,158633,158849,159044,159241,159451,159654,159865,160082,160296,160495,160699,160903,161106,161313,161523,161744,161944,162146,162351,162541,162764,162980,163185,163389,163595,163790,163991,164194,164419,164638,164843,165035,165241
sel102_1,150348,150556,150770,150978,151183,151409,151599,151805,152000,152207,152430,152637,152843,153053,153259,153449,153657,153875,154087,154292,154497,154703,154898,155099,155313,155534,155748,155953,156151,156358,156550,156756,156970,157182,157393,157596,157803,157996,158198,158422,158633,158849,159044,159241,159451,159654,159865,160082,160296,160495,160699,160903,161106,161313,161523,161744,161944,162146,162351,162541,162764,162980,163185,163389,163595,163790,163991,164194,164419,164638,164843,165035,165241
sel103_0,150370,150579,150782,150997,151211,151435,151664,151882,152078,152286,152502,152718,152934,153152,153371,153574,153775,153988,154214,154441,154646,154872,155079,155281,155490,155711,155940,156153,156364,156574
sel103_1,150370,150579,150782,150997,151211,151435,151664,151882,152078,152286,152502,152718,152934,153152,153371,153574,153775,153988,154214,154441,154646,154872,155079,155281,155490,155711,155940,156153,156364,156574
sel114_0,150350,150602,150830,151071,151311,151526,151745,151991,152230,152484,152705,152937,153157,153399,153633,153871,154100,154344,154561,154782,155039,155276,155505,155748,155975,156200,156427,156673,156900,157129
sel114_1,150350,150602,150830,151071,151311,151526,151745,151991,152230,152484,152705,152937,153157,153399,153633,153871,154100,154344,154561,154782,155039,155276,155505,155748,155975,156200,156427,156673,156900,157129
sel116_0,150359,150544,150736,150922,151102,151230,151496,151690,151822,151910,152210,152399,152593,152716,152982,153188,153376,153495,153775,153962,154152,154265,154539,154731,154921,155104,155298,155500,155696,155891,156097,156290,156488,156687,156892,157080,157275,157469,157654,157851,158041,158221,158411,158600,158780,158968
sel116_1,150359,150544,150736,150922,151102,151230,151496,151690,151822,151910,152210,152399,152593,152716,152982,153188,153376,153495,153775,153962,154152,154265,154539,154731,154921,155104,155298,155500,155696,155891,156097,156290,156488,156687,156892,157080,157275,157469,157654,157851,158041,158221,158411,158600,158780,158968
sel117_0,150602,150895,151189,151470,151772,152061,152358,152644,152935,153225,153509,153806,154104,154392,154685,154980,155257,155557,155853,156154,156441,156741,157030,157325,157630,157922,158225,158514,158814,159097
sel117_1,150602,150895,151189,151470,151772,152061,152358,152644,152935,153225,153509,153806,154104,154392,154685,154980,155257,155557,155853,156154,156441,156741,157030,157325,157630,157922,158225,158514,158814,159097
sel123_0,150520,150859,151202,151517,151856,152189,152505,152839,153156,153479,153777,154110,154416,154742,155064,155369,155671,155990,156271,156549,156814,157058,157302,157549,157793,158050,158424,158773,159127,159460
sel123_1,150520,150859,151202,151517,151856,152189,152505,152839,153156,153479,153777,154110,154416,154742,155064,155369,155671,155990,156271,156549,156814,157058,157302,157549,157793,158050,158424,158773,159127,159460
sel14046_0,150266,150453,150639,150815,150995,151175,151361,151544,151719,151898,152084,152271,152455,152643,152832,153023,153215,153403,153599,153789,153979,154162,154348,154554,154732,154912,155099,155292,155482,155672
sel14046_1,150266,150453,150639,150815,150995,151175,151361,151544,151719,151898,152084,152271,152455,152643,152832,153023,153215,153403,153599,153789,153979,154162,154348,154554,154732,154912,155099,155292,155482,155672
